"codigo_hs","product_name_en","nombre_producto_es","seccion_atlas","seccion_2_digitos","indice_de_complejidad_de_producto_icp","ranking_de_complejidad_producto","tendencia_mercado","potencial_exportador","fob_misiones","vcr_misiones","compatibilidad_con_misiones","valor_estrategico_para_misiones","indice_recuperacion_de_posiciones_misiones","indice_oportunidades_cercanas_misiones","indice_objetivos_factibles_misiones","indice_apuestas_ambiciosas_misiones","top_20_criterios_misiones","empleo","empresas","tasa_fem"
"901850","Ophthalmic instruments & appliances","Los demas instrumentos y aparatos de oftalmologia.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.27755","449","Creció mucho / Creció","26500780.03279","1.00448","0.00001","-0.97495","1.19434","0","-0.31584","0.01787","0.56436","","s.d.","s.d.","0.19696"
"901890","Instruments for medical science, nes","Los demas instrumentos y aparatos de la medicina, cirugia, odontologia","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.23063","2074","Creció mucho / Creció mucho","279503569.72404","825.85285","0.00064","0.37185","-0.11051","0","0.26125","0.22301","0.11948","","s.d.","s.d.","0.19696"
"901910","Massage & psychological-test apparatus","Aparatos de mecanoterapia; aparatos para masajes; aparatos de sicotecn","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.34932","1864","Creció mucho / Creció mucho","26222751.54372","18465.22584","0.13846","-1.05226","-1.06766","0","-0.91518","-0.77579","-0.70879","","s.d.","s.d.","0.19696"
"901920","Therapeutic respiration apparatus","Aparatos de ozonoterapia, oxigenoterapia, aerosolterapia, respiratorio","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.98193","841","Creció mucho / Creció mucho","36572457.50546","32.87837","0.00018","-0.12330","0.11005","0","0.03389","0.15608","0.25802","","s.d.","s.d.","0.19696"
"902000","Breathing appliances & gas masks","Mascaras anti-gases y los demas paratos respiratorios con exclusion de","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.99112","825","Creció mucho / Creció","10605348.14481","34.54969","0.00081","0.31510","0.76789","0","0.47326","0.56350","0.68786","","s.d.","s.d.","0.19696"
"902111","Artificial joints","Protesis articulares","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.53289","214","Creció mucho / Creció mucho","65890458.21038","0.00000","0.00000","-1.19033","-0.05889","0","-0.69172","-0.36283","-0.00038","","s.d.","s.d.","0.19696"
"902119","Orthopaedic/fracture appliances","Los demas aparatos de ortopedia o para fracturas.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.58463","1471","Creció mucho / Creció mucho","62121740.57377","0.00000","0.00000","-0.90504","-0.32811","0","-0.64069","-0.46287","-0.27300","","s.d.","s.d.","0.19696"
"902121","Artificial teeth","Dientes artificiales","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.04439","2387","Creció mucho / Creció","5525121.79781","0.00000","0.00000","-0.04824","0.07135","0","-0.01506","0.00018","0.02873","","s.d.","s.d.","0.19696"
"902129","Dental fittings","Los demas articulos y aparatos de protesis dental.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.13721","613","Creció mucho / Creció mucho","21616089.36339","0.00000","0.00000","-0.78128","0.84430","0","-0.26432","0.00881","0.42985","","s.d.","s.d.","0.19696"
"902130","Artificial body parts, aids","Los demas articulos y aparatos de protesis.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.90912","935","Creció mucho / Creció mucho","66934713.89344","677.20079","0.00237","-0.56733","-0.56947","0","-0.42011","-0.27257","-0.19918","","s.d.","s.d.","0.19696"
"902140","Hearing aids","Audifonos, con exclusion de las partes y accesorios.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.63784","1382","Creció mucho / Creció mucho","25807640.54645","0.00000","0.00000","-0.69427","-0.66167","0","-0.55454","-0.41970","-0.34657","","s.d.","s.d.","0.19696"
"902150","Pacemakers","Estimuladores cardiacos, con exclusion de las partes y accesorios.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.46824","263","Decreció mucho / Decreció mucho","32376442.94809","265.34824","0.00229","-1.22351","-0.73122","0","-0.85588","-0.56209","-0.32904","","s.d.","s.d.","0.19696"
"902190","Orthopaedic appliances, nes","Los demas articulos y aparatos que lleve la propia persona o que se le","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.69015","1297","Creció mucho / Creció mucho","81209164.30874","816.37372","0.00254","0.53597","0.39978","0","0.52415","0.53276","0.51323","","s.d.","s.d.","0.19696"
"902211","Medical X-ray apparatus","Aparato de rayos X","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","2.03820","32","Creció mucho / Creció mucho","65787274.10383","164.00000","0.00064","-1.19420","0.82322","0","-0.46748","-0.04337","0.52174","","s.d.","s.d.","0.19696"
"902219","Non-medical X-ray equipment","Aparatos de rayos x para otros usos.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.69751","116","Creció mucho / Creció mucho","16312896.16393","91.44607","0.00130","-0.65289","1.01888","0","-0.08350","0.23513","0.68700","","s.d.","s.d.","0.19696"
"902221","Medical device using alpha/beta/gamma radiation","Aparatos que utilicen radiaciones alfa, beta o gama, para uso medico,","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.75930","92","Creció / Creció","2854696.25683","0.00000","0.00000","-0.62527","0.10180","0","-0.24140","0.03341","0.29805","","s.d.","s.d.","0.19696"
"902229","Non-medical device, alpha/beta/gamma radiation","Aparatos que utilicen radiaciones para otros usos.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.23583","2058","Se mantuvo / Decreció","2431239.54918","0.00000","0.00000","-0.64476","0.10538","0","-0.40667","-0.28111","-0.08705","","s.d.","s.d.","0.19696"
"902230","X-ray tubes","Tubos de rayos x","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.65031","135","Creció / Creció","10865552.49454","0.00000","0.00000","-1.12888","0.69045","0","-0.48710","-0.11821","0.38462","","s.d.","s.d.","0.19696"
"902290","Parts/accessories for radiation apparatus","Los demas, incluidas las partes y accesorios de aparatos que utilicen","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.86516","68","Creció / Decreció","43983391.55464","26.57190","0.00014","-0.45636","1.34095","0","0.13525","0.45727","0.93281","","s.d.","s.d.","0.19696"
"902300","Instruments, models, for demonstration","Instrumentos, aparatos y modelos proyectados para demostraciones (por","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.98053","845","Creció mucho / Creció","17077727.78689","126.11423","0.00152","-0.40045","0.38216","0","-0.10583","0.07140","0.29697","","s.d.","s.d.","0.15411"
"902410","Machines for testing properties of metals","Maquinas y aparatos para ensayos de metales.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.91505","60","Decreció / Decreció","3666461.66120","0.00000","0.00000","-0.78505","0.55810","0","-0.24641","0.09075","0.49439","","s.d.","s.d.","0.15576"
"902480","Machines for testing mechanical properties","Las demas maquinas y aparatos para ensayos","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.99752","39","Creció / Decreció","6810368.09016","1000.14566","0.03068","-0.71064","0.90095","0","-0.11751","0.23389","0.69161","","s.d.","s.d.","0.15576"
"902490","Parts/accessories of material testing equipment","Partes y accesorios de maquinas y aparatos para ensayos de propiedades","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.35708","355","Creció / Decreció","3320605.28142","0.00000","0.00000","-0.19720","0.46765","0","0.09120","0.27987","0.49055","","s.d.","s.d.","0.15576"
"902511","Thermometers, liquid-filled","Termometros sin combinar con otros instrumentos, de liquido, con lectu","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.29657","424","Decreció / Decreció","884541.88251","0.00000","0.00000","-0.89300","1.03816","0","-0.28781","0.02771","0.52342","","s.d.","s.d.","0.15576"
"902519","Thermometers, not liquid filled","Los demas termometros sin combinar con otros instrumentos, excepto de","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.87338","986","Creció mucho / Creció mucho","17816954.16120","85.91963","0.00112","-0.24014","0.92594","0","0.10442","0.27408","0.56297","","s.d.","s.d.","0.15576"
"902580","Hydrometer, pyrometer","Densimetros, areometros, higrometros e instrumentos analogos","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.05501","725","Creció / Decreció","6577006.36066","7.91673","0.00028","-0.70824","1.16936","0","-0.15640","0.11381","0.57749","","s.d.","s.d.","0.15576"
"902590","Parts/accessories for thermometers","Partes y accesorios de instrumentos flotantes.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.06559","700","Creció / Creció","5834216.30328","26.46945","0.00089","-0.21721","1.69297","0","0.29310","0.51689","0.96307","","s.d.","s.d.","0.15576"
"902610","Liquid flow/level measure/check equipment","Instrumentos y aparatos para la medida o control del caudal o del nive","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.26444","461","Creció mucho / Creció","30301294.29508","229.87635","0.00164","-0.49211","0.94107","0","-0.02982","0.21750","0.59196","","s.d.","s.d.","0.15576"
"902620","Pressure measure/check equipment","Instrumentos y aparatos para la medida o control de la presion","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.37737","337","Creció mucho / Creció mucho","55733111.96995","537.17917","0.00223","-0.76147","0.99124","0","-0.19705","0.10447","0.56196","","s.d.","s.d.","0.15576"
"902680","Equipment to measure/check gas/liquid properties","Los demas instrumentos y aparatos para la medida o control caudal, niv","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.56815","183","Creció mucho / Creció","20355219.99454","12.65892","0.00014","-0.43228","1.22712","0","0.09965","0.38266","0.81456","","s.d.","s.d.","0.15576"
"902690","Parts of fluid measure/check equipment","Instrumentos y aparatos para la medida del caudal, nivel, presion, de","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.29492","426","Decreció / Decreció","23760342.07650","34.77922","0.00034","-0.47556","1.32325","0","0.06125","0.32824","0.77653","","s.d.","s.d.","0.15576"
"902710","Gas/smoke analysis apparatus","Analizadores de gases o de humos.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.84214","72","Creció mucho / Creció mucho","39591182.06284","7133.03451","0.04377","-0.54888","0.63586","0","-0.07283","0.22551","0.58201","","s.d.","s.d.","0.15576"
"902720","Chromatographs, electrophoresis instruments","Cromatografos y aparatos de electroforesis.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.63535","140","Creció mucho / Creció","14712919.27049","0.00000","0.00000","-0.93573","0.94598","0","-0.30228","0.04891","0.55381","","s.d.","s.d.","0.15576"
"902730","Spectrometers, spectrophotometers","Espectrometros, espesctrofotometros y espectrografos que usen radiacio","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.79023","83","Creció mucho / Creció","24030321.32787","83.16034","0.00086","-0.11117","0.78319","0","0.25785","0.49270","0.76664","","s.d.","s.d.","0.15576"
"902750","Instruments using optical radiations","Los demas instrumentos y aparatos que utilicen radiaciones opticas uv,","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.86410","69","Creció mucho / Creció mucho","54807772.07104","24.62773","0.00012","-0.41299","1.05100","0","0.10752","0.40843","0.81508","","s.d.","s.d.","0.15576"
"902780","Physical/chemical analysis equipment","Los demas instrumentos y aparatos para ensayo de viscosidad, porosidad","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","2.07650","27","Creció mucho / Creció mucho","67984392.55738","463.33243","0.00152","-0.73434","0.53031","0","-0.20033","0.14399","0.53746","","s.d.","s.d.","0.15576"
"902790","Microtomes, scientific analysis equip parts","Microtomos; partes y accesorios","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","2.09907","23","Creció mucho / Creció mucho","67850561.81694","773.28122","0.00270","-0.82844","0.93115","0","-0.18377","0.19696","0.69525","","s.d.","s.d.","0.15576"
"902810","Gas supply/calibration meters","Contadores de gases.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.29685","1950","Creció / Creció","-533294.61475","0.00000","0.00000","0.09481","0.44632","0","0.18531","0.22309","0.30350","","s.d.","s.d.","0.15576"
"902820","Liquid supply/calibration meters","Contadores de liquidos.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.49698","1637","Decreció / Decreció","7998966.01093","0.00000","0.00000","0.02824","1.28320","0","0.32610","0.43573","0.71016","","s.d.","s.d.","0.15576"
"902830","Electricity supply, calibration meters","Contadores de electricidad.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","-0.40493","3071","Creció mucho / Creció mucho","24199509.40984","0.00000","0.00000","0.40096","0.19083","0","0.27834","0.18725","0.10493","","s.d.","s.d.","0.15576"
"902890","Parts/accessories for gas, liquid, electricity meter","Contadores de gases, liquidos y electricidad, partes y accesorios de","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.18164","2176","Creció mucho / Creció mucho","11941451.81967","0.00000","0.00000","0.02937","0.84406","0","0.20754","0.26350","0.43405","","s.d.","s.d.","0.15576"
"902910","Revolution counters/pedometers","Cuentarrevoluciones, contadores de produccion, taximetros, cuentakilom","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.09283","667","Decreció mucho / Decreció mucho","4959691.33607","7.32392","0.00027","-0.24051","1.10572","0","0.16207","0.36272","0.69863","","s.d.","s.d.","0.15576"
"902920","Speed indicators, tachometers","Velocimetros y tacometros; estroboscopios.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.09985","656","Creció mucho / Creció mucho","36653608.74863","6.48276","0.00004","-0.92217","0.14875","0","-0.50579","-0.25004","0.06525","","s.d.","s.d.","0.15576"
"902990","Parts/accessories of revolution counters","Partes y accesorios de contadores, velocimetros y tacometros, estrobos","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.08045","685","Creció / Decreció","6212935.99180","1.04630","0.00003","-0.57855","0.89006","0","-0.11893","0.12040","0.49708","","s.d.","s.d.","0.15576"
"903010","Ionising radiation measure/detect instruments","Instrumentos y aparatos para la medida o deteccion de radiaciones ioni","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.94827","885","Creció mucho / Creció","8902599.10656","0.00000","0.00000","0.04540","0.69097","0","0.26480","0.38737","0.56163","","s.d.","s.d.","0.15576"
"903020","Cathode-ray oscilloscopes/graphs","Osciloscopios y oscilografos catodicos","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.84176","1042","Creció / Creció","4564047.86885","0.02948","0.00000","-1.07919","-0.06338","0","-0.68393","-0.44105","-0.14184","","s.d.","s.d.","0.15576"
"903031","Electrical multimeters","Multimetros.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.85538","1013","Creció / Creció","4458668.61749","9.94524","0.00057","-0.78856","1.65411","0","-0.13563","0.15090","0.72163","","s.d.","s.d.","0.15576"
"903039","Voltmeters, non-recording","Instrumentos y aparatos para la medida o control de la tension, intens","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.35793","353","Creció mucho / Creció","10916666.78962","301.70627","0.00546","-0.26580","1.11307","0","0.17235","0.40366","0.76062","","s.d.","s.d.","0.15576"
"903040","Gain, distortion & crosstalk meters","Los demas instrumentos y aparatos, especialmente concebidos para las t","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.56140","195","Decreció / Decreció","23234746.91257","34.90702","0.00034","-0.98823","-0.04805","0","-0.54523","-0.24326","0.07226","","s.d.","s.d.","0.15576"
"903081","Electrical measurement recording instruments","Instrumentos de grabación de medición eléctrica","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.30359","414","Creció mucho / Creció","14538522.67486","0.71498","0.00001","-0.36399","0.92608","0","0.06078","0.29205","0.63344","","s.d.","s.d.","0.15576"
"903089","Electrical measurement instruments","Los demas instrumentos y aparatos para la medida o control de magnitud","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.58706","173","Creció mucho / Creció mucho","36591582.81148","335.50879","0.00222","-0.75664","0.34318","0","-0.30231","-0.01295","0.32420","","s.d.","s.d.","0.15576"
"903090","Parts/access, electr measuring instruments","Osciloscopios, analizadores de espectro, y aparatos para la deteccion","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.22540","505","Creció mucho / Creció mucho","36229580.26503","1.01407","0.00001","-1.16879","-0.41365","0","-0.77835","-0.50117","-0.23043","","s.d.","s.d.","0.15576"
"903110","Machines for balancing mechanical parts","Maquinas para equilibrar piezas mecanicas.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.71009","106","Decreció / Decreció","3373252.12568","0.00000","0.00000","-1.58504","0.16507","0","-0.90550","-0.48848","0.02629","","s.d.","s.d.","0.15576"
"903120","Test benches for measuring equipment","Bancos de pruebas","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.29009","1965","Creció mucho / Creció","11557268.78689","258.53190","0.00498","-0.05516","0.06898","0","0.00420","0.04493","0.08702","","s.d.","s.d.","0.15576"
"903140","Optical instruments/appliances","Instrumentos/electrodomésticos ópticos","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","2.09433","25","Creció mucho / Creció mucho","74965889.59016","0.00000","0.00000","-1.03156","-0.23953","0","-0.56056","-0.20837","0.10633","","s.d.","s.d.","0.15576"
"903180","Measuring equipment, nes","Los demas instrumentos, aparatos y maquinas","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.23427","489","Creció mucho / Creció mucho","116874788.61749","2177.48223","0.00383","-0.25516","1.26999","0","0.19881","0.42401","0.80351","","s.d.","s.d.","0.15576"
"903190","Parts/access for measuring equipment","Partes y accesorios de instrumentos, aparatos y maquinas de medida o c","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.55816","199","Creció mucho / Creció mucho","42786887.10929","11.69207","0.00006","-0.73100","0.82535","0","-0.19081","0.11592","0.54165","","s.d.","s.d.","0.15576"
"903210","Thermostats","Termostatos de cocinas","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.98370","835","Creció mucho / Creció","20095702.06557","52.91370","0.00054","-0.72927","1.41762","0","-0.12859","0.15005","0.66507","","s.d.","s.d.","0.15576"
"903220","Manostats","Manostatos (presostatos).","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.56354","191","Decreció mucho / Decreció mucho","6456519.15027","32.55587","0.00124","-0.57798","0.84638","0","-0.07896","0.20641","0.59836","","s.d.","s.d.","0.15576"
"903281","Hydraulic/pneumatic automatic controls","Los demas instrumentos y aparatos automaticos, hidraulicos y neumatico","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.48683","250","Creció mucho / Creció","13736530.89344","2314.07352","0.03632","-1.18767","-1.89975","0","-1.06263","-0.83079","-0.83948","","s.d.","s.d.","0.15576"
"903289","Automatic controlling equipment nes","Los demas instrumentos y aparatos automaticos p. la regulacion y el co","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.31901","395","Creció mucho / Creció mucho","113253875.49180","1118.97612","0.00198","-0.61444","0.90917","0","-0.11637","0.15316","0.55455","","s.d.","s.d.","0.15576"
"903290","Parts/accessories for automatic controls","Partes y accesorios de los demas instrumentos y aparatos","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.52716","1578","Creció mucho / Decreció","26400697.53552","183.14777","0.00135","0.28398","0.61202","0","0.37391","0.41463","0.49239","","s.d.","s.d.","0.15576"
"903300","Parts/accessories for optical/electric instrument","Partes y accesorios, no expresados ni comprendidos en otra parte de es","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.59541","1450","Decreció / Decreció","15767105.30874","16.98998","0.00024","0.32340","1.01769","0","0.48946","0.55138","0.70383","","s.d.","s.d.","0.15576"
"910111","Wrist-watch, precious metal, battery, with hands","Relojes pulsera, de pilas, con indicador mecanico, caja metal precioso","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.47315","1667","Decreció mucho / Decreció mucho","22639397.99180","0.00000","0.00000","-0.51691","-0.28889","0","-0.37230","-0.26189","-0.16678","","0","0","0.12582"
"910119","Wrist-watch, precious metal, battery, other","Los demas relojes de pulsera, de pilas o acumulador, caja metal precio","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.09508","2306","Decreció / Decreció","4299436.07104","0.00000","0.00000","0.17755","0.08725","0","0.15124","0.13848","0.11630","","0","0","0.12582"
"910121","Wrist-watch, precious metal, automatic wound","Los demas relojes de pulsera, con contador de tiempo, automaticos.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.62391","146","Decreció mucho / Decreció mucho","50773100.10383","0.00000","0.00000","-1.91170","-0.83272","0","-1.34234","-0.93483","-0.54226","","0","0","0.12582"
"910129","Wrist-watch, precious metal, hand wound","Los demas relojes de pulsera, con caja metales preciosos o chapados.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.50956","228","Decreció mucho / Decreció mucho","16600393.86612","0.00000","0.00000","-1.44799","-1.76832","0","-1.21630","-0.93656","-0.85275","","0","0","0.12582"
"910191","Pocket-watch, precious-metal case, battery","Relojes de bolsillo y similares, de pilas o de acumulador.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.70333","1273","Decreció / Decreció","337119.99180","0.00000","0.00000","-0.55642","0.39079","0","-0.24100","-0.06766","0.18476","","0","0","0.12582"
"910199","Pocket-watch, precious-metal case, non-battery","Relojes bolsillo y similar, con caja metales precioso o de chapados.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.56286","1515","Decreció / Decreció","1440439.25137","0.00000","0.00000","-0.73873","0.22641","0","-0.41554","-0.23713","0.02098","","0","0","0.12582"
"910211","Wrist-watch, base-metal case, battery, with hands","Relojes pulsera, de pilas, con indicador mecanico solamente.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.22500","2092","Decreció mucho / Decreció mucho","50865066.80874","1.71364","0.00001","-1.27677","0.15596","0","-0.84004","-0.61823","-0.25660","","0","0","0.12582"
"910212","Wrist-watch, base-metal case, battery, opto/electric","Relojes de pulsera, de pilas, con indicador optoelectronico solamente.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","-0.19418","2761","Decreció mucho / Decreció mucho","5651073.06284","0.00000","0.00000","-0.40859","-0.50002","0","-0.40543","-0.38856","-0.39613","","0","0","0.12582"
"910219","Wrist-watch, base-metal case, battery, other","Los demas relojes de pulsera, de pilas o de acumulador.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.09440","2307","Decreció / Decreció","6441680.96721","2.94292","0.00011","-0.63039","0.51703","0","-0.32843","-0.19858","0.06715","","0","0","0.12582"
"910221","Wrist-watch, base-metal case, automatic wound","Los demas relojes de pulsera, automaticos, incluso con contador de tie","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.55691","201","Creció mucho / Creció","84193781.58743","0.00000","0.00000","-2.06073","-2.37016","0","-1.76085","-1.41456","-1.29557","","0","0","0.12582"
