"codigo_hs","product_name_en","nombre_producto_es","seccion_atlas","seccion_2_digitos","indice_de_complejidad_de_producto_icp","ranking_de_complejidad_producto","tendencia_mercado","potencial_exportador","fob_corrientes","vcr_corrientes","compatibilidad_con_corrientes","valor_estrategico_para_corrientes","indice_recuperacion_de_posiciones_corrientes","indice_oportunidades_cercanas_corrientes","indice_objetivos_factibles_corrientes","indice_apuestas_ambiciosas_corrientes","top_20_criterios_corrientes","empleo","empresas","tasa_fem"
"230610","Cotton seed solid residues","Tortas y residuos solidos extraccion de grasas o aceites de algodon.","Agricultura"," IV Alimentos preparados, bebidas y tabaco","-2.02494","4559","Decreció / Decreció","-2398574.21858","0.00000","0.00000","4.40953","-1.89877","0","2.50442","1.23645","-0.03782","Oportunidades cercanas, Objetivos factibles","s.d.","s.d.","0.15062"
"30342","Yellowfin tuna, frozen","Atunes de aleta amarilla congelados, excluido filete, higado, huevas y","Agricultura"," I Animales vivos; productos animales","-2.02508","4560","Creció / Decreció","5750451.00546","0.00000","0.00000","1.19234","-1.31511","0","0.36911","-0.16788","-0.74037","","s.d.","s.d.","0.32462"
"847990","Parts of machines & mechanical appliances nes","Partes de maquinas y aparatos mecanicos con una funcion propia.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","2.12791","22","Creció mucho / Creció mucho","246951583.92350","32119.37194","0.07003","-1.36613","1.32408","0","-0.47869","0.09955","0.71797","","s.d.","s.d.","0.11542"
"290611","Menthol","Mentol","Químicos"," VI Productos químicos y aliados","0.58791","1462","Creció mucho / Creció","6000753.61202","669.56604","0.07101","-1.44182","-0.09671","0","-0.96983","-0.66657","-0.32909","","s.d.","s.d.","0.14976"
"110520","Potato flakes, granules and pellets","Patatas (papas), en copos","Agricultura"," II Productos vegetales","0.05754","2369","Creció / Creció","3220189.78962","441.73303","0.07104","-0.07432","-0.23403","0","-0.09308","-0.11044","-0.11322","","855","16","0.26995"
"847982","Machines to mix, knead, grind, nes","Maquinas y aparatos para mezclar, malaxar, quebrantar, triturar, moler","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.61939","149","Creció mucho / Creció mucho","16885181.54098","3838.52158","0.07115","-1.12564","0.74094","0","-0.47782","-0.06058","0.40058","","s.d.","s.d.","0.11542"
"610791","Mens bathrobes, cotton, knit","Albornoces, batas y similares, de punto, para hombres o ninos, de algo","Textiles"," XI Textiles y artículos textiles","-2.03760","4561","Decreció / Decreció","1126131.17486","0.00000","0.00000","0.82247","-0.54336","0","0.26329","-0.08458","-0.50717","","39","10","0.54374"
"140120","Rattan for plaiting","Roten","Agricultura"," II Productos vegetales","-1.96509","4538","Decreció / Decreció","223612.56011","25.98755","0.07501","-0.21000","-1.38637","0","-0.62078","-0.88499","-1.17814","","190","29","0.11790"
"80430","Pineapples","Pinas, frescas o secas.","Agricultura"," II Productos vegetales","-2.04703","4564","Creció / Decreció","15829918.44536","0.00000","0.00000","1.73603","-1.89621","0","0.63128","-0.10271","-0.84424","","754","141","0.17684"
"630231","Bed linen, of cotton, nes","Las demas ropas de cama, de algodon","Textiles"," XI Textiles y artículos textiles","-2.04867","4565","Decreció / Decreció","21743238.57650","0.43594","0.00001","0.52534","-0.91439","0","-0.02000","-0.36466","-0.76604","","s.d.","s.d.","0.22611"
"410121","Bovine hides, whole, fresh","Los demas cueros y pieles de bovino, frescos o salados verdes, enteros","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","-2.05507","4566","Decreció mucho / Decreció mucho","-4772909.28689","0.00000","0.00000","3.00732","-1.86964","0","1.52569","0.54103","-0.45291","","154","15","0.09596"
"170111","Raw sugar, cane","Azucar de cana en bruto sin aromatizar ni colorear, en estado solido.","Agricultura"," IV Alimentos preparados, bebidas y tabaco","-2.05552","4567","Decreció mucho / Decreció mucho","36367816.72131","0.00000","0.00000","3.74719","-2.06918","0","2.00365","0.84106","-0.32085","Oportunidades cercanas","s.d.","s.d.","0.06046"
"841420","Hand air pumps","Bombas de aire, de mano o de pedal.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","-0.70309","3448","Decreció / Decreció","1786716.02186","326.79347","0.07991","-1.79418","-1.90880","0","-1.70800","-1.67064","-1.57299","","s.d.","s.d.","0.11700"
"71230","Mushrooms and truffles, dried","Setas y trufas, incluso en trozos o rodajas, sin otra preparacion , se","Agricultura"," II Productos vegetales","-0.77586","3533","Creció mucho / Creció mucho","22032555.00000","2809.36763","0.08025","-0.88524","-1.61929","0","-1.02111","-1.12575","-1.18822","","855","16","0.26995"
"10392","Swine > 50 kg, not pure-bred","Los demas porcinos de peso superior o igual a 50 kg., vivos.","Agricultura"," I Animales vivos; productos animales","0.44484","1705","Decreció mucho / Decreció mucho","14286729.15847","1825.53438","0.08139","0.07515","0.97260","0","0.29161","0.44471","0.57143","","60","11","0.09681"
"250830","Fire-clay","Arcillas refractarias.","Minerales"," V Productos minerales","-0.20547","2780","Creció / Creció","3183495.61475","411.10121","0.08170","-0.53755","-1.60680","0","-0.71819","-0.86198","-0.93569","","s.d.","s.d.","0.08673"
"620821","Womens pyjamas, cotton, not knit","Camisones y pijamas de algodon, para mujeres o niñas","Textiles"," XI Textiles y artículos textiles","-2.05665","4568","Decreció / Decreció","3110084.37978","0.00000","0.00000","1.16684","-0.58626","0","0.49387","0.06973","-0.42793","","39","10","0.54374"
"846711","Pneumatic  rotary hand tools","Herramientas neumaticas, rotativas incluso de percusion","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.77758","87","Decreció / Decreció","4670203.74044","696.67572","0.08258","-1.09099","2.11413","0","-0.16311","0.46109","1.06846","Apuestas ambiciosas","s.d.","s.d.","0.14134"
"844110","Cutting machines for pulp, paper or paperboard","Cortadoras de cualquier tipo","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.36946","1830","Creció mucho / Creció","7493664.21311","1277.96655","0.08267","-0.51514","0.85848","0","-0.15196","0.09832","0.32414","","s.d.","s.d.","0.11542"
"842230","Machinery to fill, close, aerate bottle/container","Maquinas y aparatos para llenar, cerrar, capsular o etiquetar botellas","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.33340","381","Creció mucho / Creció mucho","33421459.19672","8232.83937","0.08287","-1.16542","0.35192","0","-0.61207","-0.25953","0.14209","","s.d.","s.d.","0.18814"
"848310","Transmission shafts & cranks","Arboles de transmision (incluidos los de levas y los cigueñales) y man","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.32731","388","Creció mucho / Creció mucho","57459917.08470","10031.15441","0.08293","-0.38604","1.57670","0","0.17784","0.55792","0.92553","","s.d.","s.d.","0.11900"
"820130","Picks, rakes","Azadas, picos, binaderas, rastrillos y raederas,","Metales"," XV Metales comunes y sus manufacturas","-0.45709","3133","Creció / Decreció","1684265.82240","280.30815","0.08841","0.46734","-0.32106","0","0.21722","0.05273","-0.11855","","s.d.","s.d.","0.11706"
"71332","Adzuki beans, dried","Alubias adzuki, secas desvainadas,","Agricultura"," II Productos vegetales","-2.06147","4569","Se mantuvo / Decreció","-1052794.18579","0.00000","0.00000","2.74840","-1.48585","0","1.42056","0.54493","-0.35948","","1355","105","0.11081"
"121299","Vegetable products, edible","Los demas productos vegetales empleados principalmente en alimentacion","Agricultura"," II Productos vegetales","-2.06241","4570","Creció / Creció","5901606.18033","40.08150","0.00366","2.38682","-1.08615","0","1.24730","0.50390","-0.28832","","1355","105","0.11081"
"330290","Mixed odors, industrial","Las demas mezclas de sustancias odoriferas tipo usada materia base ind","Químicos"," VI Productos químicos y aliados","0.84855","1027","Creció mucho / Creció mucho","25733063.41803","9129.12550","0.09382","-0.57748","0.67061","0","-0.18526","0.07326","0.34067","","53","7","0.26468"
"293970","Nicotine, salts, in bulk","Nicotina y sus sales.","Químicos"," VI Productos químicos y aliados","0.82730","1064","Creció mucho / Creció mucho","2733079.28142","460.63875","0.09535","-0.31757","-0.21690","0","-0.18295","-0.11060","0.01395","","141","25","0.34344"
"281129","Inorganic oxygen compounds","Los demas compuestos oxigenados inorganicos de los elementos no metali","Químicos"," VI Productos químicos y aliados","0.89634","961","Creció / Creció","828463.46448","418.47827","0.09673","-0.87850","0.67636","0","-0.39004","-0.06807","0.26490","","s.d.","s.d.","0.14976"
"261510","Zirconium ores","Minerales de circonio y sus concentrados.","Minerales"," V Productos minerales","-2.06766","4571","Creció mucho / Creció","8217406.14481","0.00000","0.00000","2.40436","-2.08290","0","1.05970","0.16302","-0.73291","","s.d.","s.d.","0.08678"
"630531","Sacks & bags, packing, polyethylene, polypropylene","Sacos y talegas, para envasar, de polietileno o polipropileno.","Textiles"," XI Textiles y artículos textiles","-2.06857","4572","Creció mucho / Creció mucho","26019645.29235","565.58754","0.01212","1.97757","-1.10883","0","0.95568","0.29041","-0.42284","","s.d.","s.d.","0.22611"
"30559","Dried fish, not cod","Los demas pescados secos, incluso salado, sin ahumar.","Agricultura"," I Animales vivos; productos animales","-2.06889","4573","Decreció / Decreció","4816917.56557","0.00000","0.00000","1.35694","-1.08643","0","0.52569","-0.01211","-0.59903","","s.d.","s.d.","0.32462"
"252930","Leucite, nepheline, and nepheline syenite","Leucita; nefelina y nefelina sienita.","Minerales"," V Productos minerales","0.77164","1159","Creció / Se mantuvo","1202439.43169","198.15507","0.10118","-0.29822","-3.02712","0","-0.73701","-1.09285","-1.25876","","s.d.","s.d.","0.10212"
"611120","Babies garments, of cotton, knit","Prendas y complementos de vestir, de punto de algodon, para bebes","Textiles"," XI Textiles y artículos textiles","-2.07824","4574","Creció mucho / Decreció","37887098.86612","0.00000","0.00000","1.23453","-0.37648","0","0.58105","0.17376","-0.31862","","39","10","0.54374"
"283630","Sodium bicarbonate","Bicarbonato de sodio","Químicos"," VI Productos químicos y aliados","-0.01146","2470","Creció / Creció","4898887.68306","869.57503","0.10180","0.13303","1.42697","0","0.37737","0.56423","0.67918","","s.d.","s.d.","0.14976"
"120220","Ground-nuts, shelled","Cacahuates o manies, crudos, sin cascara, incluso quebrantados.","Agricultura"," II Productos vegetales","-2.08566","4575","Creció mucho / Creció","-355523175.55738","0.00000","0.00000","3.90300","-1.55428","0","2.21268","1.09465","-0.04994","Oportunidades cercanas, Objetivos factibles","1355","105","0.11081"
"610891","Womens bathrobe, dressing gowns, cotton, knit","Los demas saltos de cama, albornoces, batas y similares, de punto de a","Textiles"," XI Textiles y artículos textiles","-2.08829","4576","Creció / Creció","5177634.47541","0.00000","0.00000","0.82366","-0.77633","0","0.21246","-0.17313","-0.62432","","39","10","0.54374"
"441890","Wood carpentry, nes","Las demas obras de carpinterias para construccion de madera","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","0.21054","2121","Creció mucho / Creció mucho","43083766.01093","9032.52114","0.10494","0.19523","0.50802","0","0.25932","0.30700","0.33981","","24","6","0.12853"
"130212","Liquorice extract","Jugos y extractos de regaliz.","Agricultura"," II Productos vegetales","-0.74139","3484","Decreció / Decreció","1145189.64208","219.35038","0.10520","0.34799","-0.93288","0","-0.01712","-0.26372","-0.50075","","190","29","0.11790"
"30621","Crawfish","Langostas, sin congelar.","Agricultura"," I Animales vivos; productos animales","-2.09611","4578","Decreció / Decreció","6560489.09290","0.00000","0.00000","2.36656","-1.60650","0","1.12568","0.30659","-0.53698","","s.d.","s.d.","0.09197"
"290619","Cyclic alcohols, nes","Los demas alcoholes ciclanicos, ciclenicos o cicloterpenicos.","Químicos"," VI Productos químicos y aliados","0.62653","1408","Decreció / Decreció","3109992.29508","570.00000","0.10744","-0.00076","1.11136","0","0.28439","0.48258","0.65652","","s.d.","s.d.","0.14976"
"610322","Mens ensembles, cotton, knit","Conjuntos, de punto, para hombres o niños, de algodon.","Textiles"," XI Textiles y artículos textiles","-2.10476","4579","Decreció / Decreció","2805216.24044","0.00000","0.00000","1.22372","-0.61970","0","0.52219","0.07925","-0.43794","","39","10","0.54374"
"961700","Vacuum flasks","Termos y demas recipientes isotermicos, montados y aislados por vacio,","Maquinaria"," XX Artículos varios fabricados","0.25460","2022","Creció mucho / Creció mucho","16962953.52459","3300.18347","0.11016","-1.83482","-1.86477","0","-1.63187","-1.53189","-1.32594","","24","4","0.15411"
"440722","Lumber, other","Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, incluso cepillada,","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-2.10619","4580","Decreció mucho / Decreció mucho","1858969.75410","0.00000","0.00000","1.26567","-2.29288","0","0.21677","-0.48560","-1.17864","","2345","135","0.04618"
"610343","Mens trousers, shorts, synthetic fibres, knit","Pantalones, pantalones con peto y pantalones cortos, para hombres o ni","Textiles"," XI Textiles y artículos textiles","-2.10871","4581","Creció mucho / Creció","21915088.10383","2.27824","0.00006","1.33842","-0.88481","0","0.54906","0.04322","-0.52381","","39","10","0.54374"
"520210","Cotton yarn waste","Desperdicios de hilados","Textiles"," XI Textiles y artículos textiles","-2.12459","4584","Decreció / Decreció","412202.74317","185.33938","0.21278","1.98693","-1.02838","0","0.97272","0.31484","-0.39784","","1906","7","0.11748"
"670419","False beard, eyebrows, of synth textile","Barbas, cejas, pestanas y analogos, de materias textiles sinteticas.","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-2.12637","4585","Creció / Creció","5780881.36885","0.40135","0.00004","0.74275","-1.47797","0","0.01169","-0.46487","-0.97386","","24","4","0.15411"
"842330","Constant weight scales","Basculas de pesada constante; basculas y balanzas ensacadoras o dosifi","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.49488","244","Creció / Creció","1413618.81148","855.90538","0.11977","-0.98804","0.68458","0","-0.40523","-0.03019","0.38537","","s.d.","s.d.","0.18814"
"90420","Capsicum or Pimenta","Pimientos secos, triturados o pulverizados (pimenton).","Agricultura"," II Productos vegetales","-2.13176","4586","Creció mucho / Creció mucho","13252264.39891","0.00000","0.00000","1.97370","-1.23847","0","0.92072","0.23362","-0.49814","","754","141","0.17684"
"160414","Tuna, preserved","Atunes, listados y bonitos en conserva, enteros o en trozos","Agricultura"," IV Alimentos preparados, bebidas y tabaco","-2.14013","4588","Creció mucho / Creció","44313347.73224","0.00000","0.00000","1.40353","-1.59620","0","0.44922","-0.17792","-0.83226","","s.d.","s.d.","0.32462"
"200891","Palm hearts, otherwise preserved","Palmitos, preparados o conservados o con alcohol.","Agricultura"," IV Alimentos preparados, bebidas y tabaco","-2.14551","4589","Decreció / Decreció","671739.28415","0.00001","0.00000","4.16501","-3.18013","0","2.06493","0.64763","-0.71793","Oportunidades cercanas","855","16","0.26995"
"621149","Womens garments nes, material nes, not knit","Las demas prendas de vestir, para mujeres o ninas, de las demas materi","Textiles"," XI Textiles y artículos textiles","-2.14705","4590","Decreció mucho / Decreció","8975948.27322","0.00000","0.00000","0.65833","-1.03604","0","0.03892","-0.35550","-0.80548","","39","10","0.54374"
"901811","Electro-cardiographs","Electrocardiografos.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.25446","469","Creció mucho / Creció mucho","8166599.66393","1840.28827","0.12589","-0.28662","0.35927","0","-0.00333","0.17060","0.38930","","s.d.","s.d.","0.19696"
"120500","Rape or colza seeds","Semilla de navo o de colza, incluso quebrantada.","Agricultura"," II Productos vegetales","0.07683","2332","Decreció mucho / Decreció mucho","61295888.30055","14757.22110","0.13005","0.49734","-0.13674","0","0.32848","0.21234","0.10688","","1355","105","0.11081"
"391310","Alginic acid","Acido alginico, sus sales y sus ésteres","Químicos"," VII Plásticos, caucho, y sus manufacturas","0.85378","1018","Decreció / Decreció","2288522.34153","527.28760","0.13554","-1.05574","0.13323","0","-0.62699","-0.35317","-0.04332","","s.d.","s.d.","0.12871"
"71490","Arrowroot, salep","Las demas raices y tuberculos similares ricos en feculas o en inulina,","Agricultura"," II Productos vegetales","-2.15198","4591","Decreció mucho / Decreció","826766.09836","0.00000","0.00000","1.74694","-1.09534","0","0.78859","0.16731","-0.50681","","1355","105","0.11081"
"840890","Diesel engine, nes","Los demas motores de embolo de encendido por compresion","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.50507","234","Creció mucho / Creció mucho","56178286.15574","22829.38660","0.14190","-0.86165","1.24352","0","-0.20395","0.23017","0.67736","","s.d.","s.d.","0.12799"
"410619","Goat leather, tanned","Las demas pieles depiladas de caprino curtidas o recurtidas sin prepar","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","-2.15231","4592","Decreció / Decreció","409303.18033","0.10255","0.00009","2.58665","-1.78906","0","1.23761","0.34431","-0.56716","","s.d.","s.d.","0.06157"
"300320","Antibiotics, formulated, nes","Medicamentos que contengan otros antibioticos.","Químicos"," VI Productos químicos y aliados","0.28351","1973","Decreció / Decreció","5130190.72404","1645.59733","0.14273","0.22171","0.62254","0","0.30805","0.37127","0.41753","","141","25","0.34344"
"294150","Erythromycin","Eritromicina y sus derivados; sales de estos productos.","Químicos"," VI Productos químicos y aliados","0.58385","1472","Decreció / Decreció","3762972.17213","914.09515","0.14292","-0.48639","0.32538","0","-0.21701","-0.04173","0.14647","","141","25","0.34344"
"846190","Metal cuttting, shaping, engraving machines","Las demas maquinas herramientas para metales, carburos metalicos o cer","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.55114","1536","Decreció / Decreció","1066995.54645","333.43321","0.14509","-0.00884","1.34287","0","0.31750","0.54826","0.73942","","s.d.","s.d.","0.14134"
"870190","Wheeled tractors nes","Los demas tractores.","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","1.04133","748","Creció mucho / Decreció mucho","124779553.83060","31666.66667","0.14561","-0.25229","1.69176","0","0.26588","0.62217","0.94594","","s.d.","s.d.","0.08734"
"261790","Ores and concentrates, nes","Los demas minerales y sus concentrados","Minerales"," V Productos minerales","-2.15744","4593","Decreció / Decreció","1160780.38251","0.00000","0.00000","3.91606","-2.35440","0","2.05462","0.81037","-0.42402","Oportunidades cercanas","s.d.","s.d.","0.08678"
"842542","Hydraulic jacks/hoists, not garages","Los demas gatos hidraulicos.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.61019","1436","Creció / Creció","10565954.48087","3134.66180","0.14689","-0.89579","0.13299","0","-0.53943","-0.30982","-0.05634","","s.d.","s.d.","0.11901"
"848410","Gaskets of metal sheeting","Juntas metaloplasticas","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.34259","368","Creció / Decreció","10310070.92896","3894.36943","0.14849","-0.67818","1.60491","0","-0.01948","0.42402","0.85441","","s.d.","s.d.","0.18814"
"70820","Beans","Alubias, incluso desvainadas, frescas o refrigeradas.","Agricultura"," II Productos vegetales","-2.15929","4594","Creció / Decreció","6411010.13661","0.00000","0.00000","2.65909","-1.47317","0","1.35080","0.49004","-0.40502","","669","99","0.19753"
"260200","Manganese ores","Minerales de manganeso y sus concentrados, incluidos los minerales de","Minerales"," V Productos minerales","-2.16387","4596","Creció mucho / Creció mucho","48724503.57377","0.00000","0.00000","4.63356","-2.64703","0","2.49770","1.06574","-0.34206","Oportunidades cercanas, Objetivos factibles","s.d.","s.d.","0.08678"
"30329","Salmonids, frozen, nes","Los demas salmonidos congelados, excluidos filete, higado, huevas y le","Agricultura"," I Animales vivos; productos animales","-2.16853","4597","Creció / Creció","1752385.01639","0.00000","0.00000","1.86210","-2.42036","0","0.60254","-0.24135","-1.07266","","s.d.","s.d.","0.32462"
"30759","Octopus (frozen/salted/dried)","Pulpos, congelados, secos, salados o en salmuera.","Agricultura"," I Animales vivos; productos animales","-2.16941","4598","Decreció mucho / Decreció mucho","2666080.82787","0.00000","0.00000","1.80630","-1.28004","0","0.79146","0.12973","-0.57648","","s.d.","s.d.","0.32462"
"842240","Packing or wrapping machinery nes","Maquinas para empaquetar o embalar mercancias","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.80220","1110","Creció mucho / Creció","43243496.45082","16302.17426","0.15663","-0.27153","0.59458","0","0.00906","0.19267","0.38665","","s.d.","s.d.","0.18814"
"841720","Bakery ovens, non-electric","Hornos de panaderia, de pasteleria o de galleteria. no electrico.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","-0.01972","2489","Creció / Decreció","1826414.02459","876.54036","0.15796","0.29332","0.89697","0","0.38275","0.45764","0.48670","","s.d.","s.d.","0.09239"
"110900","Wheat gluten","Gluten de trigo, incluso seco","Agricultura"," II Productos vegetales","0.95230","879","Creció / Creció","4540041.79235","2614.09977","0.17372","-0.71855","0.19071","0","-0.36961","-0.14968","0.10833","","s.d.","s.d.","0.13127"
"440610","Railwar, non-impregnated wood","Traviesas de madera para vias ferreas, sin impregnar","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-0.85325","3639","Creció / Creció","854536.50546","299.63379","0.18037","0.37734","-0.55924","0","0.06696","-0.13505","-0.35177","","2345","135","0.04618"
"610729","Mens pyjamas, material nes, knit","Camisones y pijamas, de punto, para hombres o ninos, de las demas mate","Textiles"," XI Textiles y artículos textiles","-2.17010","4599","Creció / Creció","1118872.24863","0.00000","0.00000","0.60593","-1.70441","0","-0.13374","-0.61909","-1.12773","","39","10","0.54374"
"410519","Sheep leather, tanned","Pieles depiladas de ovino, curtidas o recurtidas, sin preparacion post","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","-2.17282","4600","Decreció / Decreció","1459020.70765","0.00000","0.00000","2.49843","-1.67924","0","1.19577","0.33556","-0.54933","","s.d.","s.d.","0.06157"
"280429","Rare gases, not argon","Los demas gases nobles.","Químicos"," VI Productos químicos y aliados","-0.15682","2698","Decreció / Decreció","9084348.38798","3117.87079","0.19017","0.10112","-1.19435","0","-0.18377","-0.39098","-0.54633","","s.d.","s.d.","0.14976"
"870530","Fire fighting vehicles","Camiones de bomberos.","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","1.02183","775","Decreció mucho / Decreció","9002750.39071","3101.72624","0.19123","-0.32054","1.15125","0","0.10806","0.39594","0.67736","","s.d.","s.d.","0.09613"
"843031","Coal/rock cutters, self-propelled","Cortadoras, arrancadoras y maquinas para hacer tuneles o galerias, aut","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.06145","2356","Creció mucho / Creció","7833478.47814","2883.29525","0.19573","-0.46356","-0.64241","0","-0.44682","-0.44740","-0.41279","","s.d.","s.d.","0.08398"
"110620","Flour, meal of starchy roots","Harina y semola de sagu o de las raices o tuberculos de la partida 07.","Agricultura"," II Productos vegetales","-2.17346","4601","Creció / Creció","807976.88251","0.00000","0.00000","1.56620","-1.57590","0","0.56381","-0.09449","-0.78266","","612","20","0.12697"
"845969","Metal milling machines","Las demas fresadoras, excepto de control numerico.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.15371","2223","Decreció / Decreció","1553984.25956","574.78825","0.20205","0.00212","0.96482","0","0.20982","0.36180","0.47323","","s.d.","s.d.","0.14134"
"880240","Fixed wing aircraft, >15,000kg","Aviones y demas vehiculos aereos, de peso en vacio, superior a 15000 k","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.79106","1123","Decreció mucho / Decreció mucho","820537893.81421","318246.22135","0.20996","0.06578","-0.46696","0","0.03176","-0.01189","0.00737","","s.d.","s.d.","0.15363"
"180620","Chocolate/cocoa prep > 2k","Las demas preparaciones alimenticias que contengan cacao, con un peso","Agricultura"," IV Alimentos preparados, bebidas y tabaco","0.16303","2212","Creció mucho / Creció","15579567.92350","8662.64970","0.21268","0.35794","0.49490","1","0.36584","0.37664","0.37084","Recuperación de posiciones","s.d.","s.d.","0.28699"
"611130","Babies garments, of synthetic fibres, knit","Prendas y complementos de vestir, de punto, para bebes, de fibras sint","Textiles"," XI Textiles y artículos textiles","-2.18268","4602","Creció / Creció","6196250.79781","0.00000","0.00000","1.50919","-0.56919","0","0.72433","0.22798","-0.34905","","39","10","0.54374"
"610892","Womens bathrobe, manmade fibre, knit","Los demas saltos de cama, albornoces, bata y articulos similares de pu","Textiles"," XI Textiles y artículos textiles","-2.18274","4603","Decreció / Decreció","8996518.29235","0.00000","0.00000","0.73347","-1.44541","0","0.00608","-0.46657","-0.97608","","39","10","0.54374"
"441520","Wooden pallets","Paletas, paletas-caja y otras plataformas para carga, de madera","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","0.18194","2175","Creció mucho / Creció","15968545.53552","6959.93351","0.23214","0.17823","0.57637","1","0.25823","0.31813","0.35832","Recuperación de posiciones","s.d.","s.d.","0.09119"
"71331","Black or green gram beans, dried","Alubias especies vigna mungo hepper","Agricultura"," II Productos vegetales","-2.19340","4604","Decreció / Decreció","-14548364.31421","0.00000","0.00000","2.93863","-1.30668","0","1.57636","0.68296","-0.25477","","1355","105","0.11081"
"30612","Lobsters, frozen","Bogavantes congelados.","Agricultura"," I Animales vivos; productos animales","-2.19887","4605","Creció / Creció","5767538.14754","0.00000","0.00000","2.79081","-2.79480","0","1.17472","0.08740","-0.97013","","s.d.","s.d.","0.32462"
"610520","Mens shirts, manmade fibres, knit","Camisas, de punto, para hombres o niños, de fibras sinteticas o artifi","Textiles"," XI Textiles y artículos textiles","-2.20712","4607","Decreció / Decreció","13696381.48634","0.00000","0.00000","1.67310","-0.90468","0","0.76952","0.18884","-0.45696","","39","10","0.54374"
"71339","Beans nes, dried","Las demas alubias, secas desvainadas","Agricultura"," II Productos vegetales","-2.20742","4608","Creció / Se mantuvo","-2840051.92350","0.00000","0.00000","4.12462","-1.66281","0","2.33393","1.14921","-0.06273","Oportunidades cercanas, Objetivos factibles","1355","105","0.11081"
"120710","Palm nuts & kernels","Nuez y almendra de palma, incluso quebrantadas.","Agricultura"," II Productos vegetales","-2.20971","4609","Creció / Se mantuvo","397374.88798","16.34727","0.02431","1.87750","-2.27221","0","0.63884","-0.18798","-1.01167","","1355","105","0.11081"
"120210","Ground-nuts, in shell","Cacahuates o manies, crudos, con cascara.","Agricultura"," II Productos vegetales","-2.22418","4610","Decreció / Decreció","371486.29508","0.00000","0.00000","2.53642","-1.26355","0","1.30037","0.49234","-0.36371","","1355","105","0.11081"
"260900","Tin ores","Minerales de estano y sus concentrados.","Minerales"," V Productos minerales","-2.22450","4611","Creció / Creció","2497157.53552","0.00000","0.00000","3.36577","-2.40041","0","1.65351","0.50907","-0.62658","","s.d.","s.d.","0.08678"
"300431","Insulin, doses","Medicamentos que contengan insulina","Químicos"," VI Productos químicos y aliados","0.37448","1820","Decreció mucho / Decreció mucho","65539601.40164","27812.87370","0.25251","-0.38592","-0.31073","0","-0.29484","-0.24554","-0.16198","","141","25","0.34344"
"844839","Parts of spinning, drawing machines nes","Las demas partes y accesorios de las maquinas de pda. 84.45 y maquinas","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.76929","89","Decreció / Decreció","5568100.46175","2491.91793","0.25473","-1.66884","0.72660","0","-0.84594","-0.31472","0.26864","","s.d.","s.d.","0.08919"
"530390","Jute, not spun, nes","Los demas, estopas y desperdicios de fibras textiles del liber","Textiles"," XI Textiles y artículos textiles","-2.23133","4612","Decreció / Se mantuvo","157452.54918","0.05772","0.00019","1.49393","-1.96829","0","0.42896","-0.27664","-0.99538","","1906","7","0.11748"
